req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 0, 0, 0, 1, 1
1, 0, 0, 1, 1, 1
2, 0, 0, 2, 1, 1
3, 0, 1, 0, 1, 2
4, 0, 1, 1, 1, 2
5, 0, 1, 2, 1, 2
6, 0, 2, 0, 1, 3
7, 0, 2, 1, 2, 4
8, 0, 2, 2, 1, 3
9, 0, 3, 0, 2, 5
10, 0, 3, 2, 1, 4
11, 0, 4, 1, 2, 6
12, 0, 4, 2, 1, 5
13, 0, 5, 0, 1, 6
14, 0, 5, 2, 1, 6
15, 0, 6, 0, 18, 24
16, 0, 6, 1, 1, 7
17, 0, 6, 2, 143, 149
18, 0, 7, 1, 136, 143
19, 0, 24, 0, 137, 161
20, 0, 0, 0, 143, 143
21, 0, 143, 1, 137, 280
22, 0, 149, 2, 143, 292
23, 0, 2, 0, 143, 145
24, 0, 161, 0, 143, 304
25, 0, 2, 0, 1, 3
26, 0, 280, 1, 1, 281
27, 0, 281, 1, 16, 297
28, 0, 292, 2, 2, 294
29, 1, 2, 0, 1, 3
30, 1, 1, 0, 1, 2
31, 1, 294, 2, 1, 295
32, 1, 2, 0, 1, 3
33, 1, 295, 2, 1, 296
34, 1, 296, 2, 1, 297
35, 1, 297, 1, 26, 323
36, 1, 297, 2, 142, 439
37, 1, 304, 0, 84, 388
38, 1, 323, 1, 1, 324
39, 1, 324, 1, 1, 325
40, 1, 325, 1, 142, 467
41, 2, 388, 0, 14, 402
42, 2, 2, 0, 19, 21
43, 2, 402, 0, 13, 415
44, 2, 415, 0, 16, 431
45, 2, 2, 0, 11, 13
46, 2, 2, 0, 18, 20
47, 2, 431, 0, 14, 445
48, 2, 439, 2, 12, 451
49, 2, 445, 0, 11, 456
50, 2, 451, 2, 15, 466
51, 2, 456, 0, 13, 469
52, 2, 466, 2, 17, 483
53, 2, 467, 1, 13, 480
54, 2, 469, 0, 14, 483
55, 2, 480, 1, 14, 494
56, 2, 483, 0, 18, 501
57, 2, 483, 2, 12, 495
58, 2, 2, 0, 12, 14
59, 2, 494, 1, 17, 511
60, 2, 495, 2, 19, 514
61, 2, 2, 0, 13, 15
62, 2, 2, 0, 19, 21
63, 2, 501, 0, 10, 511
64, 2, 2, 0, 17, 19
65, 2, 511, 0, 19, 530
