req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 0, 0, 0, 1, 1
1, 0, 0, 0, 1, 1
2, 0, 1, 0, 1, 2
3, 0, 2, 0, 1, 3
4, 0, 0, 1, 1, 1
5, 0, 0, 2, 1, 1
6, 0, 3, 0, 1, 4
7, 0, 1, 1, 2, 3
8, 0, 1, 1, 1, 2
9, 0, 1, 2, 2, 3
10, 0, 3, 1, 1, 4
11, 0, 0, 1, 2, 2
12, 0, 4, 0, 1, 5
13, 0, 3, 2, 1, 4
14, 0, 4, 2, 1, 5
15, 0, 4, 1, 18, 22
16, 0, 1, 0, 1, 2
17, 0, 5, 0, 143, 148
18, 0, 5, 2, 136, 141
19, 0, 22, 1, 137, 159
20, 0, 159, 1, 143, 302
21, 0, 141, 2, 137, 278
22, 0, 278, 2, 143, 421
23, 0, 421, 2, 143, 564
24, 0, 302, 1, 143, 445
25, 0, 148, 0, 1, 149
26, 0, 0, 1, 1, 1
27, 0, 22, 1, 16, 38
28, 0, 149, 0, 2, 151
29, 1, 151, 0, 1, 152
