req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 0, 0, 0, 1, 1
1, 0, 1, 0, 1, 2
2, 0, 0, 1, 1, 1
3, 0, 2, 0, 1, 3
4, 0, 0, 2, 1, 1
5, 0, 3, 0, 1, 4
6, 0, 1, 1, 1, 2
7, 0, 1, 2, 2, 3
8, 0, 2, 1, 1, 3
9, 0, 3, 0, 2, 5
10, 0, 3, 1, 1, 4
11, 0, 3, 1, 2, 5
12, 0, 0, 2, 1, 1
13, 0, 4, 1, 1, 5
14, 0, 3, 2, 1, 4
15, 0, 5, 0, 18, 23
16, 0, 4, 2, 1, 5
17, 0, 5, 2, 143, 148
18, 0, 0, 1, 136, 136
19, 0, 23, 0, 137, 160
20, 0, 5, 1, 143, 148
21, 0, 148, 2, 137, 285
22, 0, 5, 2, 143, 148
23, 0, 0, 2, 143, 143
24, 0, 160, 0, 143, 303
25, 0, 148, 1, 1, 149
26, 0, 149, 1, 1, 150
27, 0, 150, 1, 16, 166
28, 0, 166, 1, 2, 168
29, 1, 168, 1, 1, 169
30, 1, 169, 1, 1, 170
31, 1, 170, 1, 1, 171
32, 1, 171, 1, 1, 172
33, 1, 172, 1, 1, 173
34, 1, 173, 1, 1, 174
35, 1, 174, 1, 26, 200
36, 1, 3, 1, 142, 145
37, 1, 3, 1, 84, 87
38, 1, 200, 1, 1, 201
39, 1, 201, 1, 1, 202
40, 1, 202, 1, 142, 344
41, 2, 285, 2, 14, 299
42, 2, 299, 2, 19, 318
43, 2, 318, 2, 13, 331
44, 2, 331, 2, 16, 347
45, 2, 3, 1, 11, 14
46, 2, 303, 0, 18, 321
47, 2, 347, 2, 14, 361
48, 2, 361, 2, 12, 373
49, 2, 321, 0, 11, 332
50, 2, 373, 2, 15, 388
51, 2, 344, 1, 13, 357
52, 2, 357, 1, 17, 374
53, 2, 332, 0, 13, 345
54, 2, 388, 2, 14, 402
55, 2, 374, 1, 14, 388
56, 2, 402, 2, 18, 420
57, 2, 3, 1, 12, 15
58, 2, 420, 2, 12, 432
59, 2, 388, 1, 17, 405
60, 2, 432, 2, 19, 451
61, 2, 3, 1, 13, 16
62, 2, 405, 1, 19, 424
63, 2, 3, 1, 10, 13
64, 2, 424, 1, 17, 441
65, 2, 441, 1, 19, 460
66, 2, 460, 1, 13, 473
67, 2, 3, 1, 12, 15
68, 2, 451, 2, 16, 467
69, 2, 467, 2, 17, 484
70, 2, 473, 1, 15, 488
71, 2, 488, 1, 16, 504
72, 2, 3, 1, 12, 15
73, 2, 504, 1, 141, 645
74, 2, 484, 2, 19, 503
75, 2, 3, 1, 15, 18
76, 2, 3, 1, 25, 28
77, 2, 503, 2, 25, 528
78, 2, 345, 0, 17, 362
79, 2, 362, 0, 122, 484
80, 2, 484, 0, 141, 625
81, 2, 625, 0, 19, 644
82, 2, 644, 0, 4, 648
83, 2, 648, 0, 1, 649
84, 2, 649, 0, 1, 650
85, 2, 650, 0, 1, 651
86, 2, 651, 0, 18, 669
87, 2, 669, 0, 18, 687
88, 2, 687, 0, 17, 704
89, 2, 704, 0, 1, 705
90, 2, 705, 0, 18, 723
91, 2, 3, 1, 19, 22
92, 2, 723, 0, 18, 741
93, 2, 741, 0, 15, 756
94, 2, 3, 1, 14, 17
95, 2, 756, 0, 16, 772
96, 2, 772, 0, 18, 790
97, 2, 790, 0, 11, 801
98, 2, 801, 0, 15, 816
99, 2, 645, 1, 19, 664
100, 2, 3, 1, 13, 16
101, 2, 816, 0, 16, 832
102, 2, 832, 0, 18, 850
103, 2, 850, 0, 13, 863
104, 2, 863, 0, 19, 882
105, 3, 3, 1, 17, 20
106, 3, 882, 0, 32, 914
107, 3, 3, 1, 18, 21
108, 3, 664, 1, 1, 665
109, 3, 665, 1, 16, 681
110, 3, 681, 1, 12, 693
111, 3, 3, 1, 1, 4
112, 3, 3, 1, 11, 14
113, 3, 3, 1, 17, 20
114, 3, 693, 1, 18, 711
115, 3, 711, 1, 12, 723
116, 3, 914, 0, 1, 915
117, 3, 3, 1, 1, 4
118, 3, 3, 1, 17, 20
119, 3, 915, 0, 18, 933
120, 3, 933, 0, 18, 951
121, 3, 3, 1, 18, 21
