req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 13, 13, 0, 24, 37
1, 22, 22, 0, 46, 68
2, 37, 37, 1, 42, 79
3, 46, 79, 0, 44, 123
4, 90, 123, 0, 30, 153
5, 135, 135, 1, 30, 165
6, 150, 153, 0, 16, 169
7, 161, 161, 1, 38, 199
8, 174, 174, 0, 46, 220
9, 189, 189, 2, 13, 202
10, 203, 203, 1, 13, 216
11, 214, 214, 2, 25, 239
12, 221, 221, 0, 27, 248
13, 229, 229, 1, 17, 246
14, 244, 246, 1, 20, 266
15, 253, 253, 0, 38, 291
16, 267, 267, 1, 49, 316
17, 273, 273, 2, 13, 286
18, 278, 286, 2, 50, 336
19, 297, 297, 0, 47, 344
20, 305, 316, 1, 50, 366
21, 331, 344, 0, 18, 362
22, 353, 353, 1, 36, 389
23, 367, 367, 0, 25, 392
24, 378, 392, 0, 14, 406
25, 406, 406, 0, 39, 445
26, 417, 417, 1, 24, 441
27, 429, 429, 2, 11, 440
28, 434, 440, 2, 40, 480
29, 445, 445, 0, 25, 470
30, 459, 459, 1, 22, 481
31, 465, 470, 0, 50, 520
32, 481, 520, 0, 23, 543
33, 530, 530, 1, 35, 565
34, 542, 542, 2, 35, 577
35, 556, 556, 0, 13, 569
36, 562, 562, 0, 13, 575
37, 572, 572, 1, 26, 598
38, 587, 587, 0, 24, 611
39, 594, 594, 2, 42, 636
40, 609, 609, 1, 18, 627
41, 615, 615, 0, 35, 650
42, 620, 620, 1, 43, 663
43, 626, 636, 2, 30, 666
44, 650, 650, 0, 35, 685
45, 664, 664, 1, 15, 679
46, 679, 679, 1, 37, 716
47, 694, 694, 0, 37, 731
48, 705, 705, 0, 48, 753
49, 719, 731, 1, 38, 769
50, 742, 742, 2, 20, 762
51, 755, 755, 0, 37, 792
52, 766, 766, 2, 20, 786
53, 775, 775, 1, 20, 795
54, 788, 788, 2, 25, 813
55, 800, 800, 0, 24, 824
56, 805, 805, 1, 13, 818
57, 811, 818, 1, 17, 835
58, 826, 826, 0, 35, 861
59, 831, 861, 0, 45, 906
60, 875, 906, 0, 22, 928
61, 916, 928, 0, 27, 955
62, 939, 939, 1, 46, 985
63, 948, 955, 0, 39, 994
64, 963, 985, 1, 48, 1033
65, 998, 998, 0, 30, 1028
66, 1008, 1008, 2, 43, 1051
67, 1021, 1028, 0, 48, 1076
68, 1039, 1039, 1, 12, 1051
69, 1046, 1046, 0, 16, 1062
70, 1052, 1052, 1, 34, 1086
71, 1062, 1062, 2, 16, 1078
72, 1068, 1076, 0, 18, 1094
73, 1083, 1083, 2, 45, 1128
74, 1094, 1094, 0, 28, 1122
75, 1106, 1106, 1, 23, 1129
76, 1111, 1122, 0, 17, 1139
77, 1136, 1136, 1, 23, 1159
78, 1143, 1143, 0, 31, 1174
79, 1158, 1158, 2, 13, 1171
80, 1171, 1171, 1, 39, 1210
81, 1177, 1177, 0, 11, 1188
82, 1191, 1191, 0, 20, 1211
83, 1196, 1196, 2, 15, 1211
84, 1207, 1207, 0, 48, 1255
85, 1213, 1213, 1, 32, 1245
86, 1221, 1221, 2, 34, 1255
