req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 0, 0, 0, 1, 1
1, 0, 1, 0, 1, 2
2, 0, 1, 0, 1, 2
3, 0, 2, 0, 1, 3
4, 0, 0, 1, 1, 1
5, 0, 3, 0, 1, 4
6, 0, 1, 1, 1, 2
7, 0, 0, 2, 2, 2
8, 0, 2, 1, 1, 3
9, 0, 4, 0, 2, 6
10, 0, 2, 2, 1, 3
11, 0, 3, 2, 2, 5
12, 0, 3, 1, 1, 4
13, 0, 3, 1, 1, 4
14, 0, 6, 0, 1, 7
15, 0, 4, 1, 18, 22
16, 0, 5, 2, 1, 6
17, 0, 6, 2, 143, 149
18, 0, 3, 0, 136, 139
19, 0, 22, 1, 137, 159
20, 0, 139, 0, 143, 282
21, 0, 159, 1, 137, 296
22, 0, 149, 2, 143, 292
23, 0, 292, 2, 143, 435
24, 0, 435, 2, 143, 578
25, 0, 578, 2, 1, 579
26, 0, 579, 2, 1, 580
27, 0, 580, 2, 16, 596
