req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 0, 0, 0, 1, 1
1, 0, 1, 0, 1, 2
2, 0, 0, 1, 1, 1
3, 0, 0, 2, 1, 1
4, 0, 1, 1, 1, 2
5, 0, 2, 1, 1, 3
6, 0, 3, 1, 1, 4
7, 0, 2, 0, 2, 4
8, 0, 0, 1, 1, 1
9, 0, 4, 1, 2, 6
10, 0, 6, 1, 1, 7
11, 0, 7, 1, 2, 9
12, 0, 1, 2, 1, 2
13, 0, 2, 2, 1, 3
14, 0, 4, 0, 1, 5
15, 0, 3, 2, 18, 21
16, 0, 9, 1, 1, 10
17, 0, 5, 0, 143, 148
18, 0, 10, 1, 136, 146
19, 0, 21, 2, 137, 158
20, 0, 0, 0, 143, 143
21, 0, 158, 2, 137, 295
22, 0, 295, 2, 143, 438
23, 0, 0, 1, 143, 143
24, 0, 148, 0, 143, 291
