req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 13, 13, 0, 22, 35
1, 27, 27, 1, 26, 53
2, 33, 33, 2, 38, 71
3, 46, 46, 0, 45, 91
4, 55, 55, 0, 35, 90
5, 68, 68, 0, 38, 106
6, 83, 83, 1, 32, 115
7, 92, 92, 1, 29, 121
8, 101, 101, 2, 37, 138
9, 107, 107, 0, 15, 122
10, 116, 116, 1, 42, 158
11, 128, 128, 0, 30, 158
12, 137, 137, 0, 45, 182
13, 151, 151, 2, 35, 186
14, 161, 161, 1, 12, 173
15, 170, 170, 0, 33, 203
16, 179, 179, 1, 44, 223
17, 189, 189, 2, 47, 236
18, 194, 203, 0, 22, 225
19, 214, 223, 1, 44, 267
20, 228, 228, 0, 39, 267
21, 238, 238, 2, 46, 284
22, 250, 267, 0, 13, 280
23, 275, 275, 1, 50, 325
24, 287, 287, 0, 47, 334
25, 298, 298, 2, 50, 348
26, 306, 306, 0, 43, 349
27, 317, 325, 1, 10, 335
28, 339, 339, 1, 20, 359
29, 352, 352, 0, 26, 378
30, 359, 359, 1, 47, 406
31, 366, 366, 2, 33, 399
32, 372, 372, 2, 29, 401
33, 383, 383, 0, 12, 395
34, 389, 389, 0, 44, 433
35, 395, 401, 2, 28, 429
36, 415, 415, 1, 47, 462
37, 423, 429, 2, 41, 470
38, 436, 436, 0, 32, 468
39, 444, 444, 0, 29, 473
40, 458, 458, 1, 18, 476
41, 463, 463, 0, 24, 487
42, 474, 474, 2, 31, 505
43, 481, 481, 1, 44, 525
44, 495, 495, 0, 28, 523
45, 500, 505, 2, 24, 529
46, 516, 523, 0, 29, 552
47, 529, 529, 1, 17, 546
48, 536, 536, 2, 41, 577
49, 543, 546, 1, 19, 565
50, 558, 558, 0, 26, 584
51, 569, 569, 1, 11, 580
52, 575, 575, 1, 29, 604
53, 588, 588, 0, 48, 636
54, 594, 594, 2, 25, 619
55, 606, 606, 1, 30, 636
56, 615, 615, 0, 25, 640
57, 623, 623, 0, 36, 659
58, 635, 635, 2, 48, 683
59, 646, 646, 1, 11, 657
60, 659, 659, 0, 27, 686
61, 671, 671, 1, 26, 697
62, 679, 679, 0, 15, 694
63, 692, 692, 2, 45, 737
64, 702, 702, 0, 14, 716
65, 707, 707, 1, 33, 740
66, 719, 719, 0, 43, 762
67, 733, 733, 0, 12, 745
68, 740, 740, 1, 35, 775
69, 745, 745, 2, 12, 757
70, 755, 755, 0, 24, 779
71, 767, 767, 2, 34, 801
72, 776, 776, 1, 50, 826
73, 789, 789, 0, 43, 832
74, 795, 801, 2, 13, 814
75, 812, 814, 2, 11, 825
76, 821, 821, 1, 20, 841
77, 836, 836, 0, 32, 868
78, 847, 847, 1, 26, 873
79, 862, 862, 0, 32, 894
80, 869, 869, 2, 27, 896
81, 878, 878, 1, 14, 892
82, 883, 892, 1, 13, 905
83, 897, 897, 0, 44, 941
84, 910, 910, 1, 20, 930
85, 915, 915, 2, 18, 933
86, 921, 921, 0, 20, 941
87, 933, 933, 1, 12, 945
88, 941, 941, 0, 12, 953
89, 952, 952, 1, 27, 979
90, 957, 957, 0, 21, 978
91, 965, 965, 2, 10, 975
92, 971, 971, 2, 16, 987
93, 979, 979, 0, 16, 995
94, 988, 988, 1, 33, 1021
95, 997, 997, 0, 12, 1009
96, 1006, 1006, 2, 42, 1048
97, 1017, 1017, 0, 49, 1066
98, 1027, 1027, 1, 39, 1066
99, 1042, 1048, 2, 25, 1073
100, 1060, 1066, 0, 39, 1105
101, 1071, 1071, 1, 36, 1107
102, 1085, 1085, 2, 42, 1127
103, 1092, 1105, 0, 28, 1133
104, 1116, 1116, 1, 42, 1158
105, 1129, 1129, 0, 12, 1141
106, 1136, 1136, 2, 27, 1163
107, 1148, 1148, 0, 29, 1177
108, 1158, 1158, 1, 28, 1186
