req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 0, 0, 0, 1, 1
1, 0, 1, 0, 1, 2
2, 0, 2, 0, 1, 3
3, 0, 3, 0, 1, 4
4, 0, 0, 0, 1, 1
5, 0, 0, 0, 1, 1
6, 0, 4, 0, 1, 5
7, 0, 0, 0, 2, 2
8, 0, 5, 0, 1, 6
9, 0, 6, 0, 2, 8
10, 0, 0, 1, 1, 1
11, 0, 0, 0, 2, 2
12, 0, 0, 0, 1, 1
13, 0, 0, 2, 1, 1
14, 0, 0, 0, 1, 1
15, 0, 8, 0, 18, 26
16, 0, 1, 1, 1, 2
17, 0, 2, 1, 143, 145
18, 0, 1, 2, 136, 137
19, 0, 26, 0, 137, 163
20, 0, 145, 1, 143, 288
21, 0, 137, 2, 137, 274
22, 0, 163, 0, 143, 306
23, 0, 0, 1, 143, 143
24, 0, 288, 1, 143, 431
25, 0, 306, 0, 1, 307
26, 0, 0, 2, 1, 1
27, 0, 431, 1, 16, 447
28, 0, 447, 1, 2, 449
29, 1, 449, 1, 1, 450
30, 1, 450, 1, 1, 451
31, 1, 1, 1, 1, 2
32, 1, 451, 1, 1, 452
33, 1, 452, 1, 1, 453
34, 1, 453, 1, 1, 454
35, 1, 454, 1, 26, 480
36, 1, 2, 1, 142, 144
37, 1, 480, 1, 84, 564
38, 1, 564, 1, 1, 565
39, 1, 2, 0, 1, 3
40, 1, 565, 1, 142, 707
41, 2, 707, 1, 14, 721
42, 2, 2, 1, 19, 21
43, 2, 721, 1, 13, 734
44, 2, 734, 1, 16, 750
45, 2, 750, 1, 11, 761
46, 2, 761, 1, 18, 779
47, 2, 779, 1, 14, 793
48, 2, 793, 1, 12, 805
49, 2, 805, 1, 11, 816
50, 2, 2, 1, 15, 17
51, 2, 816, 1, 13, 829
52, 2, 829, 1, 17, 846
53, 2, 846, 1, 13, 859
54, 2, 859, 1, 14, 873
55, 2, 873, 1, 14, 887
56, 2, 2, 1, 18, 20
57, 2, 887, 1, 12, 899
58, 2, 2, 1, 12, 14
59, 2, 2, 0, 17, 19
60, 2, 899, 1, 19, 918
61, 2, 918, 1, 13, 931
62, 2, 2, 1, 19, 21
63, 2, 931, 1, 10, 941
64, 2, 941, 1, 17, 958
65, 2, 2, 1, 19, 21
66, 2, 958, 1, 13, 971
67, 2, 971, 1, 12, 983
68, 2, 983, 1, 16, 999
69, 2, 999, 1, 17, 1016
70, 2, 1016, 1, 15, 1031
71, 2, 1031, 1, 16, 1047
72, 2, 1047, 1, 12, 1059
73, 2, 1059, 1, 141, 1200
74, 2, 1200, 1, 19, 1219
75, 2, 1219, 1, 15, 1234
76, 2, 1234, 1, 25, 1259
77, 2, 1259, 1, 25, 1284
78, 2, 2, 1, 17, 19
79, 2, 1284, 1, 122, 1406
80, 2, 1406, 1, 141, 1547
81, 2, 1547, 1, 19, 1566
