req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 15, 15, 0, 15, 30
1, 20, 20, 1, 35, 55
2, 27, 27, 0, 36, 63
3, 37, 37, 2, 10, 47
4, 49, 49, 2, 29, 78
5, 63, 63, 1, 45, 108
6, 76, 76, 1, 23, 99
7, 85, 85, 0, 12, 97
8, 100, 100, 2, 15, 115
9, 115, 115, 1, 18, 133
10, 125, 125, 0, 19, 144
11, 135, 135, 2, 33, 168
12, 140, 140, 0, 28, 168
13, 153, 153, 1, 45, 198
14, 158, 168, 1, 29, 197
15, 173, 173, 0, 14, 187
16, 183, 183, 2, 26, 209
17, 198, 198, 1, 29, 227
18, 204, 204, 0, 49, 253
19, 213, 213, 0, 14, 227
20, 223, 223, 2, 36, 259
21, 230, 230, 2, 23, 253
22, 239, 239, 1, 31, 270
23, 244, 244, 2, 12, 256
24, 251, 251, 1, 33, 284
25, 258, 258, 2, 47, 305
26, 265, 265, 1, 12, 277
27, 270, 270, 2, 27, 297
28, 280, 280, 0, 42, 322
29, 289, 289, 1, 31, 320
30, 296, 305, 2, 34, 339
31, 315, 320, 2, 13, 333
32, 333, 333, 2, 13, 346
33, 346, 346, 1, 35, 381
34, 355, 355, 1, 30, 385
35, 363, 363, 2, 29, 392
36, 374, 374, 1, 45, 419
37, 380, 380, 2, 48, 428
38, 393, 393, 0, 44, 437
39, 406, 406, 2, 22, 428
40, 421, 421, 2, 43, 464
41, 428, 428, 2, 31, 459
42, 433, 433, 2, 37, 470
43, 445, 445, 0, 38, 483
44, 450, 450, 2, 14, 464
45, 455, 455, 2, 38, 493
46, 461, 461, 2, 34, 495
47, 466, 466, 1, 34, 500
48, 478, 478, 2, 32, 510
49, 492, 492, 0, 44, 536
50, 497, 497, 2, 19, 516
51, 503, 503, 2, 17, 520
52, 511, 511, 0, 25, 536
53, 523, 523, 2, 29, 552
54, 532, 532, 2, 44, 576
55, 540, 540, 2, 40, 580
56, 546, 546, 2, 22, 568
57, 554, 554, 0, 30, 584
58, 560, 560, 0, 24, 584
59, 575, 575, 0, 10, 585
60, 586, 586, 1, 18, 604
61, 600, 600, 2, 46, 646
62, 613, 613, 0, 50, 663
63, 619, 619, 1, 47, 666
64, 633, 633, 1, 34, 667
65, 641, 646, 0, 37, 683
66, 661, 661, 2, 48, 709
67, 673, 673, 2, 25, 698
68, 682, 682, 2, 40, 722
69, 691, 691, 1, 34, 725
70, 703, 703, 0, 35, 738
71, 712, 712, 1, 46, 758
72, 726, 726, 0, 34, 760
73, 740, 740, 1, 46, 786
74, 754, 754, 1, 22, 776
75, 767, 767, 0, 16, 783
76, 780, 780, 0, 36, 816
77, 790, 790, 0, 49, 839
78, 797, 797, 0, 39, 836
79, 804, 804, 0, 35, 839
80, 818, 818, 1, 48, 866
81, 828, 828, 1, 17, 845
82, 835, 835, 1, 46, 881
83, 841, 841, 1, 40, 881
84, 854, 854, 1, 21, 875
85, 865, 865, 1, 30, 895
86, 872, 872, 1, 35, 907
87, 880, 880, 1, 19, 899
88, 895, 895, 1, 42, 937
89, 909, 909, 1, 20, 929
90, 920, 920, 1, 14, 934
91, 930, 930, 1, 38, 968
92, 945, 945, 1, 44, 989
93, 955, 955, 1, 45, 1000
94, 969, 969, 1, 23, 992
95, 976, 976, 1, 40, 1016
96, 990, 990, 1, 48, 1038
97, 1003, 1003, 1, 50, 1053
98, 1016, 1016, 1, 44, 1060
99, 1026, 1026, 1, 10, 1036
100, 1035, 1035, 1, 20, 1055
101, 1043, 1043, 1, 50, 1093
102, 1050, 1050, 1, 38, 1088
103, 1062, 1062, 1, 48, 1110
104, 1068, 1068, 1, 15, 1083
105, 1073, 1073, 1, 10, 1083
106, 1082, 1082, 1, 31, 1113
107, 1088, 1088, 1, 29, 1117
108, 1099, 1099, 1, 15, 1114
109, 1107, 1107, 1, 35, 1142
110, 1114, 1114, 1, 42, 1156
111, 1128, 1128, 1, 24, 1152
112, 1141, 1141, 1, 26, 1167
113, 1151, 1151, 1, 39, 1190
114, 1156, 1156, 1, 21, 1177
115, 1161, 1161, 1, 47, 1208
116, 1175, 1175, 1, 48, 1223
117, 1190, 1190, 1, 32, 1222
118, 1202, 1202, 1, 35, 1237
119, 1211, 1211, 1, 29, 1240
120, 1226, 1226, 1, 32, 1258
121, 1240, 1240, 1, 47, 1287
122, 1252, 1252, 1, 13, 1265
123, 1258, 1258, 1, 21, 1279
124, 1263, 1263, 1, 33, 1296
125, 1276, 1276, 1, 41, 1317
126, 1290, 1290, 1, 29, 1319
127, 1304, 1304, 1, 11, 1315
128, 1312, 1312, 1, 44, 1356
129, 1318, 1318, 1, 12, 1330
130, 1333, 1333, 1, 19, 1352
131, 1348, 1348, 1, 41, 1389
132, 1357, 1357, 1, 17, 1374
133, 1371, 1371, 1, 31, 1402
134, 1382, 1382, 1, 27, 1409
135, 1389, 1389, 1, 12, 1401
136, 1404, 1404, 1, 39, 1443
137, 1414, 1414, 1, 12, 1426
138, 1429, 1429, 1, 27, 1456
139, 1442, 1442, 1, 35, 1477
140, 1450, 1450, 1, 15, 1465
141, 1461, 1461, 1, 22, 1483
142, 1471, 1471, 1, 31, 1502
143, 1480, 1480, 1, 13, 1493
144, 1490, 1490, 1, 11, 1501
145, 1496, 1496, 1, 27, 1523
146, 1507, 1507, 1, 24, 1531
147, 1521, 1521, 1, 16, 1537
148, 1529, 1529, 1, 22, 1551
149, 1538, 1538, 1, 17, 1555
150, 1547, 1547, 1, 20, 1567
151, 1556, 1556, 1, 50, 1606
152, 1566, 1566, 1, 14, 1580
153, 1578, 1578, 1, 17, 1595
154, 1590, 1590, 1, 23, 1613
155, 1601, 1601, 1, 36, 1637
156, 1615, 1615, 1, 22, 1637
157, 1630, 1630, 1, 36, 1666
158, 1640, 1640, 1, 32, 1672
159, 1647, 1647, 1, 25, 1672
160, 1662, 1662, 1, 48, 1710
161, 1669, 1669, 1, 36, 1705
162, 1680, 1680, 1, 45, 1725
163, 1692, 1692, 1, 47, 1739
164, 1698, 1698, 1, 48, 1746
165, 1710, 1710, 1, 46, 1756
