req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 0, 0, 0, 1, 1
1, 0, 1, 0, 1, 2
2, 0, 2, 0, 1, 3
3, 0, 0, 1, 1, 1
4, 0, 0, 2, 1, 1
5, 0, 1, 2, 1, 2
6, 0, 1, 1, 1, 2
7, 0, 2, 2, 2, 4
8, 0, 3, 0, 1, 4
9, 0, 2, 1, 2, 4
10, 0, 4, 0, 1, 5
11, 0, 4, 1, 2, 6
12, 0, 4, 2, 1, 5
13, 0, 6, 1, 1, 7
14, 0, 5, 0, 1, 6
15, 0, 5, 2, 18, 23
16, 0, 4, 1, 1, 5
17, 0, 6, 0, 143, 149
18, 0, 7, 1, 136, 143
19, 0, 23, 2, 137, 160
20, 0, 160, 2, 143, 303
21, 0, 143, 1, 137, 280
22, 0, 23, 2, 143, 166
23, 0, 149, 0, 143, 292
24, 0, 280, 1, 143, 423
25, 0, 23, 2, 1, 24
26, 0, 303, 2, 1, 304
27, 0, 304, 2, 16, 320
28, 0, 320, 2, 2, 322
29, 1, 3, 0, 1, 4
30, 1, 322, 2, 1, 323
31, 1, 323, 2, 1, 324
32, 1, 324, 2, 1, 325
33, 1, 325, 2, 1, 326
34, 1, 3, 0, 1, 4
35, 1, 326, 2, 26, 352
36, 1, 352, 2, 142, 494
37, 1, 494, 2, 84, 578
38, 1, 578, 2, 1, 579
39, 1, 579, 2, 1, 580
40, 1, 580, 2, 142, 722
41, 2, 3, 0, 14, 17
42, 2, 722, 2, 19, 741
43, 2, 741, 2, 13, 754
44, 2, 754, 2, 16, 770
45, 2, 3, 0, 11, 14
46, 2, 770, 2, 18, 788
47, 2, 788, 2, 14, 802
48, 2, 802, 2, 12, 814
49, 2, 814, 2, 11, 825
50, 2, 23, 2, 15, 38
51, 2, 825, 2, 13, 838
52, 2, 838, 2, 17, 855
53, 2, 855, 2, 13, 868
54, 2, 868, 2, 14, 882
55, 2, 882, 2, 14, 896
56, 2, 23, 2, 18, 41
57, 2, 896, 2, 12, 908
58, 2, 908, 2, 12, 920
59, 2, 920, 2, 17, 937
60, 2, 937, 2, 19, 956
61, 2, 956, 2, 13, 969
62, 2, 969, 2, 19, 988
63, 2, 3, 0, 10, 13
64, 2, 988, 2, 17, 1005
65, 2, 1005, 2, 19, 1024
66, 2, 1024, 2, 13, 1037
67, 2, 1037, 2, 12, 1049
68, 2, 3, 0, 16, 19
69, 2, 1049, 2, 17, 1066
70, 2, 1066, 2, 15, 1081
71, 2, 1081, 2, 16, 1097
72, 2, 1097, 2, 12, 1109
73, 2, 1109, 2, 141, 1250
74, 2, 1250, 2, 19, 1269
75, 2, 1269, 2, 15, 1284
76, 2, 1284, 2, 25, 1309
77, 2, 1309, 2, 25, 1334
78, 2, 1334, 2, 17, 1351
79, 2, 423, 1, 122, 545
80, 2, 292, 0, 141, 433
