req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 0, 0, 0, 1, 1
1, 0, 0, 1, 1, 1
2, 0, 0, 2, 1, 1
3, 0, 1, 2, 1, 2
4, 0, 1, 0, 1, 2
5, 0, 2, 0, 1, 3
6, 0, 1, 1, 1, 2
7, 0, 2, 1, 2, 4
8, 0, 2, 2, 1, 3
9, 0, 1, 0, 2, 3
10, 0, 3, 2, 1, 4
11, 0, 3, 0, 2, 5
12, 0, 4, 2, 1, 5
13, 0, 4, 1, 1, 5
14, 0, 5, 1, 1, 6
15, 0, 5, 1, 18, 23
16, 0, 5, 2, 1, 6
17, 0, 0, 0, 143, 143
18, 0, 6, 2, 136, 142
19, 0, 0, 2, 137, 137
20, 0, 23, 1, 143, 166
21, 0, 5, 0, 137, 142
22, 0, 1, 0, 143, 144
23, 0, 166, 1, 143, 309
24, 0, 143, 0, 143, 286
25, 0, 142, 2, 1, 143
26, 0, 143, 2, 1, 144
27, 0, 144, 2, 16, 160
28, 0, 160, 2, 2, 162
29, 1, 162, 2, 1, 163
30, 1, 163, 2, 1, 164
31, 1, 164, 2, 1, 165
32, 1, 6, 1, 1, 7
33, 1, 165, 2, 1, 166
34, 1, 166, 2, 1, 167
35, 1, 167, 2, 26, 193
36, 1, 286, 0, 142, 428
37, 1, 6, 1, 84, 90
38, 1, 6, 1, 1, 7
39, 1, 6, 1, 1, 7
40, 1, 309, 1, 142, 451
41, 2, 6, 1, 14, 20
42, 2, 193, 2, 19, 212
43, 2, 212, 2, 13, 225
44, 2, 225, 2, 16, 241
45, 2, 6, 1, 11, 17
46, 2, 241, 2, 18, 259
47, 2, 259, 2, 14, 273
48, 2, 273, 2, 12, 285
49, 2, 285, 2, 11, 296
50, 2, 296, 2, 15, 311
51, 2, 6, 1, 13, 19
52, 2, 311, 2, 17, 328
53, 2, 6, 1, 13, 19
54, 2, 328, 2, 14, 342
55, 2, 342, 2, 14, 356
56, 2, 356, 2, 18, 374
57, 2, 374, 2, 12, 386
58, 2, 6, 1, 12, 18
59, 2, 386, 2, 17, 403
60, 2, 428, 0, 19, 447
61, 2, 403, 2, 13, 416
62, 2, 451, 1, 19, 470
63, 2, 470, 1, 10, 480
64, 2, 6, 1, 17, 23
65, 2, 6, 1, 19, 25
