req_id, LB_arrival, server_arrival, allocated_server, process_time, finish
0, 0, 0, 0, 1, 1
1, 0, 1, 0, 1, 2
2, 0, 2, 0, 1, 3
3, 0, 3, 0, 1, 4
4, 0, 4, 0, 1, 5
5, 0, 0, 1, 1, 1
6, 0, 5, 0, 1, 6
7, 0, 0, 2, 2, 2
8, 0, 1, 1, 1, 2
9, 0, 2, 1, 2, 4
10, 0, 2, 2, 1, 3
11, 0, 3, 2, 2, 5
12, 0, 6, 0, 1, 7
13, 0, 7, 0, 1, 8
14, 0, 4, 1, 1, 5
15, 0, 1, 1, 18, 19
16, 0, 8, 0, 1, 9
17, 0, 5, 1, 143, 148
18, 0, 9, 0, 136, 145
19, 0, 5, 2, 137, 142
20, 0, 2, 2, 143, 145
21, 0, 142, 2, 137, 279
22, 0, 145, 0, 143, 288
23, 0, 148, 1, 143, 291
24, 0, 288, 0, 143, 431
25, 0, 291, 1, 1, 292
26, 0, 279, 2, 1, 280
27, 0, 1, 1, 16, 17
28, 0, 280, 2, 2, 282
29, 1, 282, 2, 1, 283
30, 1, 283, 2, 1, 284
31, 1, 292, 1, 1, 293
32, 1, 431, 0, 1, 432
33, 1, 432, 0, 1, 433
34, 1, 284, 2, 1, 285
35, 1, 1, 0, 26, 27
36, 1, 1, 0, 142, 143
37, 1, 433, 0, 84, 517
38, 1, 517, 0, 1, 518
39, 1, 518, 0, 1, 519
40, 1, 285, 2, 142, 427
41, 2, 2, 0, 14, 16
42, 2, 427, 2, 19, 446
43, 2, 519, 0, 13, 532
44, 2, 2, 0, 16, 18
45, 2, 293, 1, 11, 304
46, 2, 304, 1, 18, 322
47, 2, 532, 0, 14, 546
48, 2, 322, 1, 12, 334
49, 2, 546, 0, 11, 557
50, 2, 557, 0, 15, 572
51, 2, 2, 0, 13, 15
52, 2, 2, 0, 17, 19
53, 2, 2, 0, 13, 15
54, 2, 572, 0, 14, 586
55, 2, 2, 0, 14, 16
56, 2, 2, 0, 18, 20
57, 2, 586, 0, 12, 598
58, 2, 334, 1, 12, 346
59, 2, 346, 1, 17, 363
60, 2, 598, 0, 19, 617
61, 2, 2, 0, 13, 15
62, 2, 363, 1, 19, 382
63, 2, 617, 0, 10, 627
64, 2, 627, 0, 17, 644
65, 2, 2, 0, 19, 21
66, 2, 2, 0, 13, 15
67, 2, 382, 1, 12, 394
68, 2, 394, 1, 16, 410
69, 2, 644, 0, 17, 661
70, 2, 2, 0, 15, 17
71, 2, 2, 0, 16, 18
72, 2, 661, 0, 12, 673
73, 2, 2, 0, 141, 143
74, 2, 2, 0, 19, 21
75, 2, 673, 0, 15, 688
76, 2, 2, 0, 25, 27
77, 2, 688, 0, 25, 713
78, 2, 2, 0, 17, 19
79, 2, 2, 0, 122, 124
80, 2, 713, 0, 141, 854
81, 2, 854, 0, 19, 873
82, 2, 873, 0, 4, 877
